mutation_rate,treatment_coverage,beta,cost_of_resistances_factor,cycling_period,auc
0.0104249037895178,0.8054048884527754,0.1628363057497775,0.7622896086628457,417,2282.7597529894747
0.012658789136179,0.332374039579116,0.0175256429880462,1.0277896698567548,658,380.241270404135
0.0073407566466427,0.5492751427683142,0.2089571277474783,1.0641177184863084,545,899.555908618979
0.0086153542417743,0.4330776331566065,0.199665886016642,0.9384551056754706,683,550.09328573978
0.0120802786599268,0.8209653125805176,0.4422206645012718,1.2223074650551786,799,2099.0680647956
0.0141617277636084,0.402578112257444,0.0259158143341559,0.8261682571466882,980,922.0193885276751
0.0054471528579961,0.4405129638949635,0.1490092320476168,1.158032579402761,1643,514.293260245345
0.0165109195944086,0.6538260136978348,0.3037556050146112,1.0195221149362952,955,1835.281022231345
0.0033609895968075,0.4010227493148277,0.022208364963583,0.9842418731022916,1678,204.44113824425497
0.0050099505728821,0.8731782792352456,0.0278960830660651,1.1044018363019283,1387,4280.77575043175
0.0187902786820155,0.5024630296712326,0.0101038148707054,1.2726920112088345,1453,2648.62426326885
0.0053246273302794,0.8690914778193695,0.0137391380637202,1.2053932293341918,1506,4640.0358140226
0.0027133150125522,0.8879305827695847,0.0883951747024242,0.9946886556408114,1492,3000.675795447125
0.018136463200947,0.5421851452357439,0.0541584990822615,0.9235563111237908,1534,1740.31184557255
0.0033653398418348,0.884041938629097,0.0103684860972601,1.198941770692353,1735,36.98676920505001
0.0040136195015253,0.4851859281312324,0.11975698327024,0.8597150053236302,1169,486.41693528820997
0.0086014813554309,0.2514979207993937,0.0455964209625841,0.8080050976766027,955,55.657926489541495
0.0023897883602399,0.4982901709772022,0.0734929755522725,1.1979992251770542,539,256.236167311623
0.011250408337334,0.3060902363766113,0.2715520411070835,1.2835604355031225,1332,248.86486132626402
0.0089922749078768,0.7829732243886378,0.0160321287149859,0.9889679378247505,497,3329.6045096071452
0.017796262708573,0.4323546033911294,0.0200192669611698,0.7532483995313648,1392,1436.7659437944
0.0049014984695074,0.5135910309680752,0.1560948461070211,1.253181687214077,1255,951.9669652047701
0.0136878279626381,0.7286728154478499,0.0100635177093962,1.1269650527438964,1282,409.2244603509
0.0182385688997869,0.2677335551227626,0.0615916704996633,1.2677240390401456,1086,165.163209425597
0.0066089870128597,0.7199029671555124,0.1008391436712926,1.244368444941652,1607,2532.0282170537
0.0091461332607742,0.4933905449919525,0.1249588142063518,0.9944380457424098,605,670.218038092265
0.0161245519117982,0.8756519524165589,0.140646874249656,0.9328926715374252,960,2570.91548771095
0.002998358683212,0.7917790481648246,0.0279337380178831,1.04140022882139,1180,1615.6183898356499
0.0185596562036526,0.2407894963829947,0.0237680912698901,0.7868902282582104,1158,104.01557456295001
0.0072933131982191,0.3288312224867881,0.0230134820649912,0.93095060082223,887,170.02437323522
0.0028497202751958,0.7263959300408958,0.2944378381422463,0.90257345264842,1407,1796.5810750323515
0.008363000588294,0.5726745988815538,0.029467588002696,0.7053795388581097,859,1716.15895333305
0.0040336564009923,0.8131290428485032,0.5521054470389581,1.0811736464574526,1221,1882.6429540403212
0.0088965849079761,0.7049625954438465,0.0780406080725891,1.1746803714513228,1306,2409.980452351435
0.0148301364786381,0.3680890187750089,0.0238462927761995,0.8235489863435392,1348,762.6560873806999
0.0060907682045792,0.6739183570555167,0.0263561746915547,1.2041838864524026,1763,2338.0874741879097
0.0173831443515892,0.7014318856524802,0.0185292236160851,1.1275013634645097,1803,3434.82003299415
0.0027043004751848,0.4136994775696434,0.036852282917218,0.9407877783045052,669,207.244021561913
0.016772171719007,0.534044978075838,0.0640836209344033,0.8323571720897764,1181,1578.72947646095
0.0078816047517858,0.6895159227912586,0.0521436386228826,0.9795449787134268,1267,2188.66620023013
0.0083613453567266,0.3865581392204495,0.2454593568349497,1.009933869884306,1481,483.16710947060506
0.0031983936442356,0.4767460977579421,0.0099125079095262,0.8289344585152386,1313,0.34178991000000003
0.0079994571604637,0.6449408175209852,0.019106579983264,0.8872597023702704,1055,2100.074896768025
0.0067138796873219,0.6316016602847327,0.2160340005170794,1.1466028883393402,1550,1630.9565200615798
0.0062715578341009,0.8242781038276201,0.0212291611817682,0.8937022447842957,1034,3587.8294601895504
0.0024331818071545,0.5823977448474811,0.1514829032910968,0.8598183106534557,1043,617.112152151515
0.0096619992089674,0.441333831943819,0.0678935077867783,1.062664620379814,464,556.6599373175101
0.0074483367216056,0.8285121922615812,0.0823152731960865,1.2122187815982066,944,2496.2881296670503
0.0023692027353581,0.3663092802884409,0.4597862462080842,1.0322633533471632,1011,51.197612791
0.0064306762539354,0.2375776193269571,0.4126705209171912,1.0335328566274842,1290,26.0254129005715
0.0062474847244225,0.3422668377727906,0.0276505523381038,0.8526356062511149,547,139.79201809564
0.0037859164407077,0.8690573599394158,0.0105028659250781,1.2757254479083968,544,0.0
0.0114569938203104,0.8941359439627254,0.0449091997821456,1.0334565127081687,1774,3449.6201779872
0.0111164709446628,0.8343159194786334,0.0189868490632199,0.7759428403539853,1724,2789.85182851025
0.0029570925248286,0.4170752651334088,0.3858351885603162,0.9998441791651967,862,147.16653054076153
0.0087067465821587,0.4857710569736808,0.0106042789791541,0.8765386868104934,1548,1103.46088384105
0.0127912642943271,0.5114402824984947,0.0210420503129117,0.8519380759124585,1814,1940.0853883132
0.0070895143940606,0.2108078950367292,0.0316051049674316,0.8931072086901504,505,10.1374764396525
0.0083407841057578,0.6761739395309162,0.0169798662084923,1.0389263932223776,1002,2954.691781983885
0.0140292107576668,0.3779487289477673,0.0322671462749919,0.9286925906093576,1600,643.0342204869
0.0158668170667344,0.6924460312517684,0.0146473680997454,0.752489230350506,1482,3281.25798893425
0.0174442065309754,0.8988290833688213,0.0179026443749364,1.1629876271913624,891,2684.9996456065
0.0190308614181989,0.8432824338827982,0.0378102063229449,0.977743097073284,1636,3415.59065911135
0.0171628383597564,0.7598868512721775,0.0378745410502891,1.084981774269826,1685,3110.7305692750997
0.0159898053501975,0.8911512911764743,0.226569416620213,0.8374501104568368,969,2518.7620920329
0.0092347410182451,0.3420890314532233,0.0284386967885052,0.9298758898054472,1824,334.601238885235
0.0156753307075707,0.2830555242391186,0.0304890654598974,1.124091588622831,1612,292.55527313257
0.0135270323392062,0.3659169981285519,0.3409817075073246,0.7302232251116725,1682,571.144390471095
0.0051644282991444,0.8647529387961419,0.0519249810178713,1.2266434515886555,1067,3301.74869442785
0.0139353315013924,0.670445269677112,0.2109695179723361,1.2873380857232894,1126,1905.0305523865
0.0077725686773682,0.33180328853907,0.0266970630085528,0.7799154908169867,1768,248.39824886790998
0.0130744042399038,0.8203283205911811,0.2473803949404338,1.22822840951329,730,2241.9768773104
0.0134695807837845,0.3321890790327516,0.0305951108112802,0.8741140406830107,444,385.35642679128006
0.0139889922134403,0.5264622869408059,0.0921806216678608,1.212145875294119,1618,1480.6598487386
0.0175165022163806,0.7205172121988965,0.043851184234462,1.0323475283545056,1405,2798.9808523426
0.0055805538205635,0.288477765743529,0.0417458405872307,1.2308595861228602,1476,34.744959294455
0.0139050685512746,0.3726312563424684,0.0435444477634771,0.9553737989479608,1474,713.868414490235
0.019682615064699,0.815259979112497,0.2010641796616928,1.203351118899756,1158,2571.33431398395
0.0138612428865032,0.5764900667173447,0.0121940501671882,1.0962445186284873,1721,2420.3512410834
0.0077141343614741,0.8265872402206753,0.4936568863190675,0.8230034770678185,611,2007.74913987619
0.0032081723009494,0.7343783155002679,0.0217848659082271,0.974725764230154,828,1833.2977114012801
0.0064394387209669,0.7696424152330363,0.0656369856386091,0.8136876631571,1478,2932.17564823841
0.0062500122656953,0.5516718237392064,0.0294755204671807,1.2114644034809974,1226,1440.96667862593
0.0045088920185286,0.4320856905205841,0.0489061978328106,1.126382134383438,955,237.2454117879245
0.0143406302852751,0.8955237576665731,0.1724388753916154,1.16295468206102,634,2443.15839773355
0.014088527642101,0.6859817886700451,0.2419589672164932,1.163263417609185,1651,2189.2752523539502
0.0028846010354074,0.5604053815286288,0.0151027404956785,0.9467966796999578,1189,1895.828748004075
0.0129113432317186,0.6684929495218895,0.025120501030297,1.0396850471191683,1547,3018.56446587125
0.0041511852306238,0.7172847998644216,0.0537861811882655,1.2157124867544271,959,1815.23946876164
0.0168682253047032,0.7760337284670284,0.1837092675692265,0.7812590290335657,1227,2606.8057044327998
0.0144626318274954,0.3713979462913865,0.1019880329124837,1.241175352594885,767,399.68688563423495
0.0030281800961168,0.2386212706963659,0.4215934876619457,1.0676438109139337,1426,15.954830299191451
0.0183879801078124,0.2350452677153808,0.1869835630098285,1.2168787569281942,841,126.5223103264695
0.0116100827920317,0.6247052068253756,0.0354197478213299,0.9360165143927812,482,1670.9214609349149
0.0094764181196407,0.8410457171262908,0.015490953379553,0.8364300645488532,501,4165.32702174513
0.0163704102168049,0.5056428190409417,0.1670455998757838,0.7901427060986128,1272,1636.89670191925
0.0103130397845934,0.4960273230728855,0.1805267553318238,1.1909228706564865,666,750.599351101695
0.0180050372735669,0.5161181903888155,0.0547685694292253,0.7677879050655796,1561,1844.74893977535
0.0113743430249259,0.7842183617150607,0.0990260033975783,1.131917335227251,1611,2717.5471321253
0.0033154912370263,0.3717316235749014,0.0253713208553212,1.048264560966491,1475,136.087174697455
0.01200527700641,0.3424647236042145,0.0374518117581052,1.2297687875666337,603,210.777107796302
0.0050167007788646,0.5008454020138735,0.05366555221309,1.2696174265877151,1441,988.81826272445
0.0151835281123932,0.235103455143901,0.0298447972677021,1.0877423004220963,1152,68.3784562093
0.0194566923608376,0.2678407563387429,0.0103779888663348,0.954406967681516,1441,633.3022353223
0.0183695145920395,0.4333961488295854,0.1055506155142934,1.1062360002359917,477,849.8619350702701
0.0193998650543898,0.6243583972368427,0.0313902088364072,0.7649565679676746,1437,2592.5289374316
0.0087743167780138,0.2332802690748375,0.0099992094332805,0.940318695539176,601,0.45139256710000003
0.0122967217015787,0.3139158738971908,0.5541556996310777,1.1875136059035076,1117,231.87002683346148
0.0133545401763596,0.6584675008311098,0.0863980535270586,1.0350081299188272,1148,2114.7070620484
0.0035052073044682,0.274735279904626,0.4026042237930551,1.2826086440048163,538,18.406582484148498
0.0019875801379792,0.3835506456173614,0.0190771587527777,0.7458921420347603,1044,50.50898762538
0.0186494803537392,0.2596492655934847,0.3882371845254117,0.7549767126111396,1052,188.77253046566
0.0171241017068953,0.4677377139105401,0.0102703468339537,0.7195109885887316,1778,1632.9354598055002
0.0059836339202235,0.8706262082671692,0.0404236546882729,0.9342161453544048,475,2919.3582721785597
0.0188498171397452,0.480158635822182,0.2664309028909046,0.7384973658498736,911,1246.2127159876409
0.0057136302971258,0.6384257763157679,0.027567108479433,0.7572364901763797,1601,2271.8277184818053
0.0064467784723823,0.6626588445978167,0.0404989336178921,1.094781996188886,1048,2013.9301603819952
0.015965907819184,0.8185512304111564,0.2462654499245367,0.9841333795431326,586,2315.65080507225
0.0045246350397709,0.8648636973719377,0.4162256594577582,1.279011341668908,708,1974.4599226230698
0.015554309910402,0.2633241371316047,0.1899487694601367,1.1182668806090943,437,126.79190946877199
0.0021382306279489,0.2372426633497713,0.0361030666825972,1.0322149950158297,1195,4.846051027280501
0.008457724029789,0.6087520833295476,0.1594378315168262,1.1196497174881983,1173,1508.172905684025
0.0161682194944392,0.3188351050937048,0.0570897180661004,0.7435237723294834,480,296.077495401187
0.0153028111689914,0.4534196570094493,0.0847689505923068,0.7718399571837383,579,846.9972901276151
0.0138903292570492,0.5832188627010797,0.0228980749296255,1.1313659874085036,446,1759.8653466933151
0.015909794226667,0.7514002877348036,0.0638200347236855,0.7568034723408192,909,2546.63612376675
0.0140990944865984,0.4970794543792641,0.0222587458653219,0.8700150278267185,1574,1650.7143660770998
0.0119104847011126,0.6262522530151746,0.5776112509615793,1.0368296226614897,1097,1609.0375360431997
0.00732130162864,0.5316554916841016,0.0949450047589767,0.7459655904406886,1461,1408.4722839031801
0.0172733350656014,0.7482070087466117,0.335305432931245,1.099516407347957,1308,2302.3569644446998
0.0169473842089649,0.8851376433239424,0.0635484133555969,0.9768463464928532,1746,3234.1399629815
0.0068838953787911,0.7886578239449276,0.029219644891794,0.9193258915563474,824,2839.593041850205
0.0091106694427874,0.3642439692528581,0.0281301657931394,1.0366628631295716,864,341.30142516249504
0.0056750715901574,0.2084686529918595,0.0269669015769954,1.1666529586806904,454,2.85398753746
0.0082563124509013,0.8214166336658508,0.0239711909918287,0.8326135095969036,1067,3604.26634428382
0.0080958029631004,0.3158073951812505,0.0511448921002965,1.2495896297812346,1145,85.76105334371898
0.0063684911485356,0.7467298570519256,0.1014098644728865,0.8355285590320644,1046,2343.1165271927002
0.0187317035518924,0.3292128081001071,0.3002067505008504,1.1350989802932867,596,434.626611986625
0.0126156294309786,0.8534970659447056,0.2868953005869246,1.035136541063578,738,2427.96304614275
0.0080779697538367,0.6757629302337297,0.1749673481077786,1.2253665817296715,865,1808.06436524945
0.0157677801614029,0.7873403977007254,0.0485893016272953,0.8764564411738541,1380,3315.16193176215
0.0174784437797714,0.3068286911925303,0.1192178121355821,1.153491009929643,659,306.6699791520105
0.0036393245352352,0.6670656510919283,0.0688237351568808,0.7861693521741069,1427,1706.7755428547503
0.016881237339664,0.4177144644812319,0.0423232951180993,0.8145020414821926,1105,926.95008369735
0.0154758254063645,0.2210142137995903,0.0262218978878982,1.2873831748196505,458,35.042515737535
0.0036261813080239,0.7362733012645903,0.0221230753870535,1.05921009800308,1250,2999.4095622965447
0.0081543093980299,0.686441181017685,0.0687993275970167,0.7083816254236384,411,2013.716631460365
0.014687187724607,0.3920276882392344,0.011068007381024,0.8350619700358408,1711,816.18622382645
0.01080144058339,0.370883582504905,0.1839469687722832,1.2058481950087578,372,309.8379077900725
0.0164246154485375,0.7687780252798815,0.0237827515174595,1.1521384530204533,1125,2954.2249347592
0.0097750030177614,0.5025477489588458,0.0152120410227165,1.081758460745346,1165,1669.8675852381
0.0126913373778425,0.3679796957564306,0.0288274516679111,0.730654631555472,1755,531.0453843387
0.0102048891728554,0.6089713338280458,0.3109049572381782,0.7841612372431436,1010,1522.9941085217852
0.0192024544390286,0.7691135091500854,0.0150774704974579,0.7571162223980631,1323,3955.7184374862004
0.0180227257619637,0.7335365173682444,0.4293662387998538,1.1283015387507556,572,1917.7319825248
0.0144297900949724,0.554563909474138,0.0113619082159346,0.9816286542995782,703,673.9043264376
0.0198276944140568,0.5032988284084485,0.0204169617141395,1.0663147651352929,791,1474.41328663255
0.0074702839153053,0.2289248691464506,0.3971641818694464,0.7013774892633201,996,43.227614110393006
0.0114581494140537,0.7039685822902633,0.0254294746074891,0.9422096871725744,1692,2962.5222652511
0.0088998560690707,0.581861111114447,0.2726832466806761,0.7713931071777678,1163,1533.459194821475
0.0046107018018411,0.6285286712709086,0.0130956523264104,0.8434685437448052,946,1844.6937008240002
0.0039982186226768,0.5433536038503568,0.0345746461067259,1.0163136993395232,1028,1055.957119564075
0.0083975832392871,0.5669451929984239,0.0544389095259452,0.7056810290441563,639,1296.04413194977
0.0143970953949048,0.8832011310241483,0.0386951858579535,1.292542141867665,368,2591.63618447755
0.0184874772648286,0.8929310241245727,0.0631042354101297,0.957331490943708,1590,3165.5894812427496
0.0064639689174301,0.8833101467145781,0.2125943751942141,0.8073504128732114,1395,3076.0058263897504
0.0062428713542564,0.7850040185617566,0.1951672302546072,0.8397644006749371,830,2195.7549902865003
0.002431441661941,0.7070768139158847,0.0547066989263009,1.0081679800572414,853,1997.2304779585002
0.0072781008939563,0.4995574879076667,0.5641969250208043,1.1578453620134446,1356,805.32525898022
0.0149313794166911,0.2885605602616693,0.0535379662068095,1.1185027106561978,676,196.1484746667575
0.0053837457596868,0.2722258418827222,0.0629674189191892,0.9140042521219384,623,16.720649619881
0.0150398246144313,0.8974366981685524,0.0447069897645344,0.8778090587435763,1109,3202.7750622747
0.0076311696420074,0.3255945792054516,0.0132459401780948,1.0410604025547587,1691,30.679420994199997
0.0197771485295039,0.8192693208902446,0.0334309275815381,0.811392374374707,1630,2967.3027705015
0.0132447693006466,0.2638311938838479,0.0175976236739576,0.8233980979366665,1824,155.932797058945
0.0031182413221663,0.4703416327562336,0.0314706456752382,0.9029300864985929,380,282.829792449505
0.0069465802456516,0.7733414299496375,0.0176114462352476,1.1133960755905583,1214,3249.7805070155
0.0194376462156958,0.5584235899818313,0.0190461905207083,0.8670712434119705,852,1835.9062815941502
0.0046320330963775,0.794763489225693,0.4016066985254987,1.1250165890726778,701,1833.831671113735
0.017069691051462,0.5306137411804333,0.0393303907459462,0.9902846397943372,1200,1808.8924541914
0.0047803335623013,0.8324487648994645,0.0106857544926197,0.9844912118618436,1702,0.12589559075
0.0072683871589732,0.7745644274495285,0.0382549246916056,1.2861930424654953,888,2817.5424745841547
0.0037732073336571,0.6988957948328526,0.2935981516566407,1.1090619236984935,753,1426.016548802955
0.0187966948785005,0.4389923317273166,0.0117970065584848,1.08410330974331,884,1285.152568082865
0.0145495104369964,0.3170520698533452,0.0665971862039914,0.8366965091067091,1638,307.33810393477995
